CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Timestamp,Hour,DayOfWeek,Month,IsWeekend,NOx_NO2_Ratio,Temp_Humidity,CO_Lag1
1.4361702127659575,1485.0,275.0,34.4,1650.0,121.12765957446808,632.0,113.02127659574468,2337.0,1789.0,19.0,41.6,0.9039,2004-05-27 08:00:00,8.0,3.0,5.0,0,1.0717243027653571,790.4,1.4276595744680851
1.4446808510638298,1354.0,275.0,24.5,1418.0,121.51063829787233,749.0,113.08510638297872,2043.0,1629.0,21.8,35.0,0.9002,2004-05-27 09:00:00,9.0,3.0,5.0,0,1.0745060197520546,763.0,1.4361702127659575
1.4531914893617022,1074.0,275.0,9.0,939.0,121.8936170212766,1071.0,113.14893617021276,1513.0,997.0,25.6,28.0,0.9088,2004-05-27 10:00:00,10.0,3.0,5.0,0,1.0772845982843624,716.8000000000001,1.4446808510638298
1.4617021276595745,1022.0,275.0,8.4,914.0,122.27659574468085,1132.0,113.2127659574468,1446.0,847.0,26.4,23.1,0.7853,2004-05-27 11:00:00,11.0,3.0,5.0,0,1.080060043670697,609.84,1.4531914893617022
1.4702127659574469,1100.0,275.0,11.5,1034.0,122.65957446808511,995.0,113.27659574468085,1586.0,958.0,27.1,24.2,0.856,2004-05-27 12:00:00,12.0,3.0,5.0,0,1.0828323612075115,655.82,1.4617021276595745
1.4787234042553192,1073.0,275.0,12.1,1052.0,123.04255319148936,1009.0,113.34042553191489,1574.0,854.0,27.5,20.9,0.7565,2004-05-27 13:00:00,13.0,3.0,5.0,0,1.0856015561793257,574.75,1.4702127659574469
1.4872340425531916,1049.0,275.0,10.1,983.0,123.42553191489361,1071.0,113.40425531914893,1515.0,782.0,29.5,19.7,0.8015,2004-05-27 14:00:00,14.0,3.0,5.0,0,1.088367633858764,581.15,1.4787234042553192
1.4957446808510637,1086.0,275.0,11.9,1048.0,123.80851063829788,1016.0,113.46808510638297,1580.0,888.0,30.6,18.6,0.8014,2004-05-27 15:00:00,15.0,3.0,5.0,0,1.0911305995065852,569.1600000000001,1.4872340425531916
1.5042553191489363,1059.0,275.0,11.3,1027.0,124.19148936170212,1066.0,113.53191489361703,1521.0,764.0,31.3,15.8,0.7106,2004-05-27 16:00:00,16.0,3.0,5.0,0,1.0938904583717173,494.54,1.4957446808510637
1.5127659574468084,1244.0,275.0,20.2,1301.0,124.57446808510639,842.0,113.59574468085107,1801.0,1170.0,29.4,21.0,0.8452,2004-05-27 17:00:00,17.0,3.0,5.0,0,1.096647215691292,617.4,1.5042553191489363
1.5212765957446808,1320.0,275.0,24.8,1423.0,124.95744680851064,767.0,113.65957446808511,1986.0,1385.0,27.0,23.5,0.8256,2004-05-27 18:00:00,18.0,3.0,5.0,0,1.0994008766906753,634.5,1.5127659574468084
1.5297872340425531,1236.0,275.0,20.3,1304.0,125.34042553191489,822.0,113.72340425531915,1868.0,1237.0,25.8,26.7,0.8758,2004-05-27 19:00:00,19.0,3.0,5.0,0,1.1021514465835023,688.86,1.5212765957446808
1.5382978723404255,1136.0,275.0,16.2,1187.0,125.72340425531915,904.0,113.7872340425532,1735.0,1127.0,23.7,28.4,0.8225,2004-05-27 20:00:00,20.0,3.0,5.0,0,1.1048989305717096,673.0799999999999,1.5297872340425531
1.5468085106382978,1110.0,275.0,13.3,1093.0,126.1063829787234,961.0,113.85106382978724,1661.0,1091.0,21.3,33.0,0.8284,2004-05-27 21:00:00,21.0,3.0,5.0,0,1.1076433338455678,702.9,1.5382978723404255
1.5553191489361702,1026.0,275.0,10.3,990.0,126.48936170212767,1032.0,113.91489361702128,1553.0,972.0,20.5,35.3,0.8435,2004-05-27 22:00:00,22.0,3.0,5.0,0,1.1103846615837147,723.65,1.5468085106382978
1.5638297872340425,1038.0,275.0,9.6,961.0,126.87234042553192,1026.0,113.97872340425532,1530.0,949.0,19.4,38.1,0.8511,2004-05-27 23:00:00,23.0,3.0,5.0,0,1.113122918953188,739.14,1.5553191489361702
1.5723404255319149,975.0,275.0,7.8,892.0,127.25531914893617,1015.0,114.04255319148936,1480.0,890.0,19.4,40.7,0.9045,2004-05-28 00:00:00,0.0,4.0,5.0,0,1.1158581111094565,789.58,1.5638297872340425
1.5808510638297872,908.0,275.0,6.1,814.0,127.63829787234043,1089.0,114.1063829787234,1403.0,763.0,17.8,44.9,0.903,2004-05-28 01:00:00,1.0,4.0,5.0,0,1.1185902431964545,799.22,1.5723404255319149
1.5893617021276596,896.0,275.0,6.2,820.0,128.02127659574467,1074.0,114.17021276595744,1439.0,833.0,16.6,49.7,0.9295,2004-05-28 02:00:00,2.0,4.0,5.0,0,1.1213193203466119,825.0200000000001,1.5808510638297872
1.597872340425532,810.0,275.0,3.8,697.0,128.40425531914894,1221.0,114.23404255319149,1321.0,675.0,16.5,48.6,0.9028,2004-05-28 03:00:00,3.0,4.0,5.0,0,1.1240453476808878,801.9,1.5893617021276596
1.6063829787234043,789.0,275.0,2.8,638.0,128.7872340425532,1305.0,114.29787234042553,1309.0,672.0,15.2,53.6,0.919,2004-05-28 04:00:00,4.0,4.0,5.0,0,1.126768330308802,814.72,1.597872340425532
1.6148936170212767,814.0,275.0,3.4,678.0,129.17021276595744,1276.0,114.36170212765957,1339.0,626.0,15.5,51.7,0.9019,2004-05-28 05:00:00,5.0,4.0,5.0,0,1.1294882733284672,801.35,1.6063829787234043
1.6234042553191488,958.0,275.0,8.2,907.0,129.5531914893617,992.0,114.42553191489361,1536.0,882.0,14.9,54.8,0.9247,2004-05-28 06:00:00,6.0,4.0,5.0,0,1.1322051818266203,816.52,1.6148936170212767
1.6319148936170214,1213.0,275.0,19.2,1274.0,129.93617021276594,762.0,114.48936170212765,1914.0,1264.0,16.3,51.3,0.9416,2004-05-28 07:00:00,7.0,4.0,5.0,0,1.1349190608786548,836.1899999999999,1.6234042553191488
1.6404255319148935,1221.0,275.0,22.6,1367.0,130.31914893617022,722.0,114.55319148936171,2008.0,1330.0,18.4,45.7,0.9559,2004-05-28 08:00:00,8.0,4.0,5.0,0,1.1376299155486516,840.88,1.6319148936170214
1.648936170212766,1245.0,275.0,19.4,1281.0,130.70212765957447,774.0,114.61702127659575,1952.0,1324.0,20.8,43.6,1.0614,2004-05-28 09:00:00,9.0,4.0,5.0,0,1.140337750889411,906.8800000000001,1.6404255319148935
1.6574468085106382,1050.0,275.0,9.6,963.0,131.08510638297872,998.0,114.68085106382979,1609.0,901.0,24.3,35.1,1.0477,2004-05-28 10:00:00,10.0,4.0,5.0,0,1.1430425719424844,852.9300000000001,1.648936170212766
1.6659574468085105,1048.0,275.0,9.8,969.0,131.46808510638297,1012.0,114.74468085106383,1600.0,852.0,26.4,29.3,0.9889,2004-05-28 11:00:00,11.0,4.0,5.0,0,1.1457443837382049,773.52,1.6574468085106382
1.674468085106383,1141.0,275.0,14.4,1128.0,131.85106382978722,902.0,114.80851063829788,1738.0,1009.0,28.3,25.0,0.9495,2004-05-28 12:00:00,12.0,4.0,5.0,0,1.148443191295719,707.5,1.6659574468085105
1.6829787234042553,1052.0,275.0,12.1,1053.0,132.2340425531915,949.0,114.87234042553192,1641.0,831.0,28.9,23.7,0.9285,2004-05-28 13:00:00,13.0,4.0,5.0,0,1.1511389996230172,684.93,1.674468085106383
1.6914893617021276,1152.0,275.0,13.5,1099.0,132.61702127659575,908.0,114.93617021276596,1706.0,954.0,28.5,25.8,0.9931,2004-05-28 14:00:00,14.0,4.0,5.0,0,1.1538318137169654,735.3000000000001,1.6829787234042553
1.7,1026.0,275.0,12.3,1061.0,133.0,982.0,115.0,1564.0,814.0,29.6,18.9,0.7692,2004-05-28 15:00:00,15.0,4.0,5.0,0,1.1565216385633357,559.4399999999999,1.6914893617021276
1.7,1039.0,275.0,12.2,1055.0,131.0,966.0,117.0,1590.0,845.0,28.0,23.2,0.8613,2004-05-28 16:00:00,16.0,4.0,5.0,0,1.1196580239608527,649.6,1.7
2.1,1148.0,275.0,12.5,1067.0,133.0,887.0,105.0,1790.0,956.0,23.6,41.0,1.1786,2004-05-28 17:00:00,17.0,4.0,5.0,0,1.2666665460317574,967.6,1.7
2.2,1176.0,275.0,13.9,1114.0,141.0,843.0,114.0,1805.0,1102.0,21.5,48.1,1.2148,2004-05-28 18:00:00,18.0,4.0,5.0,0,1.2368419967682458,1034.15,2.1
1.8,1100.0,275.0,11.4,1028.0,112.0,900.0,103.0,1710.0,994.0,22.1,44.1,1.1573,2004-05-28 19:00:00,19.0,4.0,5.0,0,1.0873785352059675,974.6100000000001,2.2
1.8,1081.0,275.0,10.4,992.0,147.0,959.0,119.0,1680.0,935.0,20.2,47.2,1.1043,2004-05-28 20:00:00,20.0,4.0,5.0,0,1.235294013840839,953.44,1.8
0.9,976.0,275.0,7.0,858.0,104.0,1070.0,102.0,1547.0,839.0,20.0,47.6,1.103,2004-05-28 21:00:00,21.0,4.0,5.0,0,1.0196077431757113,952.0,1.8
1.0,979.0,275.0,7.0,857.0,97.0,1082.0,96.0,1546.0,797.0,19.8,46.8,1.0697,2004-05-28 22:00:00,22.0,4.0,5.0,0,1.0104165614149414,926.64,0.9
2.0,1092.0,275.0,11.3,1024.0,128.0,937.0,109.0,1706.0,968.0,19.6,47.0,1.0606,2004-05-28 23:00:00,23.0,4.0,5.0,0,1.1743118188704753,921.2,1.0
1.8,1044.0,275.0,9.2,946.0,138.0,1009.0,119.0,1594.0,886.0,19.3,46.3,1.0279,2004-05-29 00:00:00,0.0,5.0,5.0,1,1.1596637680954816,893.59,2.0
1.1,940.0,275.0,6.8,849.0,93.0,1091.0,103.0,1509.0,764.0,18.5,48.7,1.0286,2004-05-29 01:00:00,1.0,5.0,5.0,1,0.9029125336978122,900.95,1.8
0.6,892.0,275.0,5.1,767.0,71.0,1180.0,84.0,1466.0,657.0,18.0,51.4,1.0504,2004-05-29 02:00:00,2.0,5.0,5.0,1,0.8452379946145244,925.1999999999999,1.1
0.3,838.0,275.0,3.4,675.0,57.5,1302.0,71.5,1390.0,540.0,17.9,50.8,1.0355,2004-05-29 03:00:00,3.0,5.0,5.0,1,0.8041956917208822,909.3199999999998,0.6
0.23333333333333334,853.0,275.0,4.3,727.0,44.0,1179.0,59.0,1417.0,621.0,17.7,51.9,1.0379,2004-05-29 04:00:00,4.0,5.0,5.0,1,0.7457625854639686,918.6299999999999,0.3
0.16666666666666666,738.0,275.0,1.5,545.0,18.0,1562.0,29.0,1266.0,450.0,17.7,49.7,0.997,2004-05-29 05:00:00,5.0,5.0,5.0,1,0.620689441141572,879.69,0.23333333333333334
0.1,762.0,275.0,2.0,581.0,41.0,1588.0,45.0,1277.0,434.0,17.9,46.1,0.9383,2004-05-29 06:00:00,6.0,5.0,5.0,1,0.9111109086420203,825.1899999999999,0.16666666666666666
0.5,841.0,275.0,4.0,713.0,84.0,1293.0,80.0,1356.0,559.0,18.4,43.9,0.9192,2004-05-29 07:00:00,7.0,5.0,5.0,1,1.0499998687500163,807.7599999999999,0.1
0.6,843.0,275.0,4.0,712.0,77.0,1303.0,77.0,1343.0,548.0,18.9,42.1,0.9081,2004-05-29 08:00:00,8.0,5.0,5.0,1,0.999999870129887,795.6899999999999,0.5
0.5,841.0,275.0,4.0,713.0,73.0,1326.0,68.0,1330.0,525.0,19.2,39.7,0.8728,2004-05-29 09:00:00,9.0,5.0,5.0,1,1.0735292538927568,762.24,0.6
0.7,862.0,275.0,4.2,721.0,72.0,1329.0,66.0,1335.0,522.0,20.8,36.6,0.8878,2004-05-29 10:00:00,10.0,5.0,5.0,1,1.0909089256198596,761.2800000000001,0.5
0.7,869.0,275.0,4.5,740.0,77.0,1296.0,70.0,1366.0,535.0,21.3,35.8,0.8975,2004-05-29 11:00:00,11.0,5.0,5.0,1,1.0999998428571653,762.54,0.7
0.9,894.0,275.0,6.0,810.0,82.0,1204.0,74.0,1421.0,585.0,21.8,34.9,0.9004,2004-05-29 12:00:00,12.0,5.0,5.0,1,1.1081079583637894,760.82,0.7
0.7,844.0,275.0,4.8,755.0,67.0,1284.0,64.0,1350.0,521.0,22.8,31.4,0.8615,2004-05-29 13:00:00,13.0,5.0,5.0,1,1.0468748364258067,715.92,0.9
0.4,823.0,275.0,3.8,699.0,59.0,1382.0,60.0,1311.0,493.0,22.9,31.3,0.862,2004-05-29 14:00:00,14.0,5.0,5.0,1,0.9833331694444717,716.77,0.7
0.5,843.0,275.0,4.2,719.0,61.0,1353.0,63.0,1330.0,501.0,22.9,30.7,0.8461,2004-05-29 15:00:00,15.0,5.0,5.0,1,0.9682538145628865,703.03,0.4
0.6,865.0,275.0,5.1,767.0,76.0,1279.0,75.0,1369.0,559.0,23.8,29.2,0.8499,2004-05-29 16:00:00,16.0,5.0,5.0,1,1.0133331982222402,694.96,0.5
0.6,873.0,275.0,5.6,792.0,73.0,1247.0,79.0,1397.0,589.0,23.2,30.2,0.8442,2004-05-29 17:00:00,17.0,5.0,5.0,1,0.9240505159429726,700.64,0.6
0.8,899.0,275.0,5.8,803.0,87.0,1221.0,83.0,1426.0,596.0,22.4,31.3,0.8365,2004-05-29 18:00:00,18.0,5.0,5.0,1,1.0481926447960668,701.12,0.6
1.0,921.0,275.0,7.0,856.0,98.0,1163.0,93.0,1437.0,681.0,21.7,32.2,0.825,2004-05-29 19:00:00,19.0,5.0,5.0,1,1.0537633275523304,698.74,0.8
1.2,937.0,275.0,7.9,893.0,123.0,1106.0,112.0,1463.0,783.0,20.8,33.2,0.8061,2004-05-29 20:00:00,20.0,5.0,5.0,1,1.0982141876594476,690.5600000000001,1.0
1.0,901.0,275.0,6.5,834.0,102.0,1177.0,103.0,1408.0,738.0,20.1,35.0,0.8149,2004-05-29 21:00:00,21.0,5.0,5.0,1,0.9902911659911489,703.5,1.2
1.3,955.0,275.0,8.5,918.0,102.0,1056.0,93.0,1511.0,762.0,19.5,36.9,0.8258,2004-05-29 22:00:00,22.0,5.0,5.0,1,1.0967740756156907,719.55,1.0
2.7,1065.0,275.0,13.7,1106.0,142.0,897.0,112.0,1707.0,929.0,19.0,38.2,0.8327,2004-05-29 23:00:00,23.0,5.0,5.0,1,1.2678570296556224,725.8000000000001,1.3
2.7,1035.0,275.0,13.8,1110.0,148.0,907.0,125.0,1652.0,1044.0,18.5,39.4,0.832,2004-05-30 00:00:00,0.0,6.0,5.0,1,1.1839999052800076,728.9,2.7
1.6,956.0,275.0,9.1,945.0,107.0,1030.0,107.0,1509.0,892.0,17.8,41.7,0.844,2004-05-30 01:00:00,1.0,6.0,5.0,1,0.9999999065420648,742.2600000000001,2.7
0.6,869.0,275.0,6.5,835.0,61.0,1078.0,76.0,1437.0,807.0,19.2,42.0,0.9248,2004-05-30 02:00:00,2.0,6.0,5.0,1,0.802631473337964,806.4,1.6
0.3,831.0,275.0,6.2,822.0,52.0,1085.0,65.5,1418.0,710.0,17.8,44.8,0.9048,2004-05-30 03:00:00,3.0,6.0,5.0,1,0.7938930085659529,797.4399999999999,0.6
0.2,815.0,275.0,5.2,774.0,43.0,1113.0,55.0,1374.0,712.0,17.0,47.7,0.9185,2004-05-30 04:00:00,4.0,6.0,5.0,1,0.7818180396694473,810.9000000000001,0.3
0.1,781.0,275.0,3.1,661.0,25.0,1271.0,37.0,1299.0,568.0,17.2,47.2,0.9178,2004-05-30 05:00:00,5.0,6.0,5.0,1,0.6756754930606775,811.84,0.2
0.1,781.0,275.0,2.9,645.0,32.0,1295.0,45.0,1320.0,575.0,17.3,47.6,0.9295,2004-05-30 06:00:00,6.0,6.0,5.0,1,0.7111109530864548,823.48,0.1
0.2,828.0,275.0,3.6,690.0,48.0,1263.0,61.0,1353.0,658.0,18.6,44.2,0.9385,2004-05-30 07:00:00,7.0,6.0,5.0,1,0.7868851169040791,822.1200000000001,0.1
0.3,803.0,275.0,2.7,635.0,60.0,1417.0,67.0,1272.0,537.0,20.2,37.8,0.8837,2004-05-30 08:00:00,8.0,6.0,5.0,1,0.8955222543996635,763.56,0.2
0.3,811.0,275.0,3.0,653.0,52.0,1411.0,60.0,1269.0,486.0,22.0,31.9,0.8335,2004-05-30 09:00:00,9.0,6.0,5.0,1,0.8666665222222463,701.8,0.3
0.4,844.0,275.0,3.7,696.0,58.0,1353.0,64.0,1292.0,507.0,25.5,25.9,0.8339,2004-05-30 10:00:00,10.0,6.0,5.0,1,0.9062498583984596,660.4499999999999,0.3
0.3,833.0,275.0,3.8,697.0,54.0,1361.0,64.0,1294.0,496.0,27.5,22.8,0.8249,2004-05-30 11:00:00,11.0,6.0,5.0,1,0.843749868164083,627.0,0.4
0.3,832.0,275.0,4.2,719.0,52.0,1318.0,59.0,1299.0,502.0,28.7,20.7,0.8024,2004-05-30 12:00:00,12.0,6.0,5.0,1,0.8813557828210538,594.0899999999999,0.3
0.1,771.0,275.0,2.6,626.0,34.0,1502.0,41.0,1210.0,430.0,29.1,19.6,0.7771,2004-05-30 13:00:00,13.0,6.0,5.0,1,0.8292680904224169,570.36,0.3
0.1,783.0,275.0,2.8,637.0,41.0,1498.0,46.0,1215.0,439.0,29.8,18.4,0.7595,2004-05-30 14:00:00,14.0,6.0,5.0,1,0.8913041540643143,548.3199999999999,0.1
0.2,815.0,275.0,4.2,723.0,41.0,1378.0,46.0,1256.0,471.0,32.0,15.0,0.7028,2004-05-30 15:00:00,15.0,6.0,5.0,1,0.8913041540643143,480.0,0.1
0.6,912.0,275.0,6.2,819.0,65.0,1224.0,77.0,1368.0,589.0,30.3,17.0,0.7232,2004-05-30 16:00:00,16.0,6.0,5.0,1,0.8441557345252293,515.1,0.2
0.5,894.0,275.0,5.2,774.0,65.0,1239.0,83.0,1339.0,598.0,31.7,16.2,0.745,2004-05-30 17:00:00,17.0,6.0,5.0,1,0.7831324357671764,513.54,0.6
0.9,963.0,275.0,7.7,885.0,84.0,1102.0,90.0,1447.0,695.0,29.2,19.6,0.7817,2004-05-30 18:00:00,18.0,6.0,5.0,1,0.9333332296296412,572.32,0.5
1.1,990.0,275.0,8.8,930.0,89.0,1045.0,95.0,1506.0,739.0,27.4,23.8,0.858,2004-05-30 19:00:00,19.0,6.0,5.0,1,0.9368420066482098,652.12,0.9
1.3,1025.0,275.0,10.1,980.0,114.0,986.0,113.0,1591.0,891.0,25.0,26.9,0.8408,2004-05-30 20:00:00,20.0,6.0,5.0,1,1.00884946824341,672.5,1.1
1.5,997.0,275.0,9.8,971.0,127.0,993.0,128.0,1573.0,930.0,23.6,30.1,0.8663,2004-05-30 21:00:00,21.0,6.0,5.0,1,0.9921874224853576,710.3600000000001,1.3
1.2,976.0,275.0,8.4,916.0,117.0,1044.0,117.0,1515.0,880.0,22.3,33.6,0.8913,2004-05-30 22:00:00,22.0,6.0,5.0,1,0.9999999145299218,749.2800000000001,1.5
0.4,878.0,275.0,5.4,784.0,46.0,1181.0,64.0,1407.0,610.0,21.4,36.9,0.9271,2004-05-30 23:00:00,23.0,6.0,5.0,1,0.71874988769533,789.66,1.2
0.2,836.0,275.0,4.3,728.0,16.0,1213.0,28.0,1353.0,518.0,20.6,39.9,0.9597,2004-05-31 00:00:00,0.0,0.0,5.0,0,0.5714283673470116,821.94,0.4
0.3,855.0,275.0,4.8,751.0,27.0,1107.0,46.0,1418.0,664.0,19.7,43.2,0.9812,2004-05-31 01:00:00,1.0,0.0,5.0,0,0.5869563941399143,851.0400000000001,0.2
0.33999999999999997,759.0,275.0,2.1,588.0,4.0,1323.0,8.0,1286.0,515.0,19.7,42.4,0.9636,2004-05-31 02:00:00,2.0,0.0,5.0,0,0.4999993750007813,835.28,0.3
0.38,738.0,275.0,1.4,539.0,11.5,1421.0,20.0,1257.0,477.0,18.9,45.0,0.9703,2004-05-31 03:00:00,3.0,0.0,5.0,0,0.5749997125001438,850.4999999999999,0.33999999999999997
0.42,736.0,275.0,1.3,528.0,19.0,1451.0,32.0,1254.0,477.0,18.7,45.4,0.9694,2004-05-31 04:00:00,4.0,0.0,5.0,0,0.593749814453183,848.9799999999999,0.38
0.45999999999999996,765.0,275.0,2.3,609.0,48.0,1304.0,57.0,1319.0,581.0,16.4,52.4,0.9709,2004-05-31 05:00:00,5.0,0.0,5.0,0,0.8421051154201551,859.3599999999999,0.42
0.5,909.0,275.0,6.5,834.0,82.0,1031.0,60.0,1527.0,763.0,16.6,52.1,0.9785,2004-05-31 06:00:00,6.0,0.0,5.0,0,1.3666664388889267,864.8600000000001,0.45999999999999996
1.6,1108.0,275.0,14.2,1123.0,167.0,804.0,83.0,1801.0,1111.0,17.4,50.9,1.0017,2004-05-31 07:00:00,7.0,0.0,5.0,0,2.0120479503556687,885.6599999999999,0.5
3.6,1252.0,275.0,22.7,1369.0,248.0,681.0,129.0,2120.0,1390.0,19.3,46.0,1.0185,2004-05-31 08:00:00,8.0,0.0,5.0,0,1.9224804711255448,887.8000000000001,1.6
2.2,1175.0,275.0,16.3,1188.0,213.0,790.0,137.0,1901.0,1251.0,20.9,43.6,1.0683,2004-05-31 09:00:00,9.0,0.0,5.0,0,1.5547444120624516,911.24,3.6
1.6,1111.0,275.0,14.1,1120.0,161.0,839.0,121.0,1790.0,1141.0,25.6,33.3,1.0773,2004-05-31 10:00:00,10.0,0.0,5.0,0,1.330578402431537,852.48,2.2
1.4,1044.0,275.0,12.6,1069.0,144.0,889.0,123.0,1683.0,942.0,28.9,26.0,1.0188,2004-05-31 11:00:00,11.0,0.0,5.0,0,1.1707316121356413,751.4,1.6
1.4,1018.0,275.0,13.1,1088.0,127.0,909.0,120.0,1677.0,795.0,30.3,22.8,0.9695,2004-05-31 12:00:00,12.0,0.0,5.0,0,1.0583332451388963,690.84,1.4
1.5,1060.0,275.0,14.2,1122.0,116.0,863.0,119.0,1721.0,836.0,30.9,24.4,1.0724,2004-05-31 13:00:00,13.0,0.0,5.0,0,0.9747898340512744,753.9599999999999,1.4
1.3,1071.0,275.0,13.8,1110.0,124.0,864.0,121.0,1733.0,847.0,30.5,26.2,1.1278,2004-05-31 14:00:00,14.0,0.0,5.0,0,1.0247933037360906,799.1,1.5
1.2,1006.0,275.0,12.1,1054.0,115.0,921.0,111.0,1636.0,769.0,30.7,23.4,1.015,2004-05-31 15:00:00,15.0,0.0,5.0,0,1.0360359426994645,718.38,1.3
1.8,1104.0,275.0,15.7,1171.0,150.0,827.0,128.0,1803.0,968.0,28.1,29.8,1.1132,2004-05-31 16:00:00,16.0,0.0,5.0,0,1.1718749084472728,837.3800000000001,1.2
3.0,1196.0,275.0,21.4,1336.0,221.0,739.0,159.0,1971.0,1157.0,26.9,32.2,1.1267,2004-05-31 17:00:00,17.0,0.0,5.0,0,1.3899370195008163,866.1800000000001,1.8
3.5,1243.0,275.0,25.0,1429.0,227.0,687.0,161.0,2093.0,1367.0,26.0,34.6,1.1485,2004-05-31 18:00:00,18.0,0.0,5.0,0,1.4099378006249812,899.6,3.0
2.4,1124.0,275.0,16.6,1199.0,156.0,794.0,116.0,1858.0,1101.0,24.5,37.7,1.1454,2004-05-31 19:00:00,19.0,0.0,5.0,0,1.344827470273494,923.6500000000001,3.5
1.1,1020.0,275.0,10.7,1003.0,97.0,904.0,96.0,1716.0,916.0,21.7,46.9,1.2044,2004-05-31 20:00:00,20.0,0.0,5.0,0,1.0104165614149414,1017.7299999999999,2.4
0.8,1035.0,275.0,7.5,878.0,78.0,977.0,69.0,1694.0,825.0,19.3,68.8,1.519,2004-05-31 21:00:00,21.0,0.0,5.0,0,1.1304346187775913,1327.84,1.1
0.4,986.0,275.0,5.3,781.0,60.0,1063.0,58.0,1633.0,693.0,17.6,81.6,1.6296,2004-05-31 22:00:00,22.0,0.0,5.0,0,1.034482580261624,1436.16,0.8
0.6,1017.0,275.0,6.5,834.0,61.0,986.0,59.0,1676.0,734.0,17.8,80.3,1.6212,2004-05-31 23:00:00,23.0,0.0,5.0,0,1.0338981298477745,1429.34,0.4
0.3,922.0,275.0,4.7,750.0,46.0,1085.0,45.0,1585.0,685.0,18.6,75.7,1.6074,2004-06-01 00:00:00,0.0,1.0,6.0,0,1.0222219950617788,1408.0200000000002,0.6
0.26,830.0,275.0,2.9,644.0,17.0,1235.0,23.0,1487.0,524.0,19.6,68.4,1.5443,2004-06-01 01:00:00,1.0,1.0,6.0,0,0.7391301134216899,1340.64,0.3
0.22,805.0,275.0,2.0,583.0,18.0,1339.0,26.0,1494.0,527.0,18.0,76.4,1.5608,2004-06-01 02:00:00,2.0,1.0,6.0,0,0.6923074260356054,1375.2,0.26
0.18,760.0,275.0,1.1,505.0,17.0,1527.0,25.0,1413.0,452.0,17.3,77.2,1.5104,2004-06-01 03:00:00,3.0,1.0,6.0,0,0.6799997280001088,1335.5600000000002,0.22
0.14,783.0,275.0,1.3,529.0,16.0,1437.0,24.0,1435.0,466.0,16.5,82.3,1.5318,2004-06-01 04:00:00,4.0,1.0,6.0,0,0.6666663888890046,1357.95,0.18
0.1,854.0,275.0,2.4,613.0,39.0,1272.0,41.0,1515.0,565.0,16.8,81.3,1.5452,2004-06-01 05:00:00,5.0,1.0,6.0,0,0.9512192801904193,1365.84,0.14
0.3,985.0,275.0,6.1,816.0,107.0,987.0,65.0,1677.0,799.0,17.3,78.6,1.5412,2004-06-01 06:00:00,6.0,1.0,6.0,0,1.646153592899447,1359.78,0.1
1.4,1225.0,275.0,12.5,1067.0,190.0,760.0,94.0,1922.0,1102.0,16.9,80.9,1.5472,2004-06-01 07:00:00,7.0,1.0,6.0,0,2.0212763807152787,1367.21,0.3
2.7,1313.0,275.0,19.5,1283.0,236.0,671.0,100.0,2180.0,1299.0,17.1,79.8,1.542,2004-06-01 08:00:00,8.0,1.0,6.0,0,2.3599997640000234,1364.5800000000002,1.4
2.3,1199.0,275.0,15.2,1156.0,227.0,758.0,103.0,1958.0,1272.0,18.5,70.3,1.4826,2004-06-01 09:00:00,9.0,1.0,6.0,0,2.20388328117638,1300.55,2.7
1.8,1182.0,275.0,12.0,1051.0,211.0,829.0,89.0,1870.0,1206.0,19.6,66.7,1.5023,2004-06-01 10:00:00,10.0,1.0,6.0,0,2.3707862504734547,1307.3200000000002,2.3
1.6,1173.0,275.0,12.4,1063.0,201.0,814.0,86.0,1905.0,1218.0,20.4,63.1,1.4969,2004-06-01 11:00:00,11.0,1.0,6.0,0,2.3372090305570894,1287.24,1.8
1.9,1259.0,275.0,15.9,1178.0,191.0,722.0,89.0,2060.0,1367.0,21.6,61.8,1.5775,2004-06-01 12:00:00,12.0,1.0,6.0,0,2.1460671745991937,1334.88,1.6
2.5,1263.0,275.0,15.7,1171.0,192.0,759.0,88.0,2029.0,1290.0,24.0,49.3,1.4509,2004-06-01 13:00:00,13.0,1.0,6.0,0,2.1818179338843255,1183.1999999999998,1.9
1.6,1156.0,275.0,13.5,1100.0,143.0,800.0,73.0,1884.0,1175.0,25.7,43.8,1.4262,2004-06-01 14:00:00,14.0,1.0,6.0,0,1.958903841246049,1125.6599999999999,2.5
1.5,1167.0,275.0,12.4,1065.0,148.0,808.0,78.0,1886.0,1139.0,24.6,47.5,1.4487,2004-06-01 15:00:00,15.0,1.0,6.0,0,1.897435654174916,1168.5,1.6
2.5,1278.0,275.0,17.1,1213.0,183.0,733.0,95.0,2041.0,1293.0,24.8,47.4,1.4628,2004-06-01 16:00:00,16.0,1.0,6.0,0,1.9263155867036224,1175.52,1.5
3.6,1342.0,275.0,22.0,1351.0,216.0,657.0,109.0,2201.0,1419.0,23.7,50.5,1.4636,2004-06-01 17:00:00,17.0,1.0,6.0,0,1.981651194343927,1196.85,2.5
3.5,1353.0,275.0,19.9,1292.0,184.0,683.0,95.0,2178.0,1326.0,23.0,53.8,1.4968,2004-06-01 18:00:00,18.0,1.0,6.0,0,1.9368419013850628,1237.3999999999999,3.6
